"","Nome do Contrato","Inscrição Genérica","Mutuário","Tipo Mutuário","UF","Região","Agrupador de Tipo Mutuário","CAPAG","Tipo","Credor","Classificação de Credor","Contragarantia","Fase","Projeto","Número do Processo","ROF/CADIP","Data de Assinatura","Data Limite de Desembolso","Indexador do Contrato","Tipo de Indexador de Juros","Indexador de Juros","Moeda","Valor Contratado Original","Saldo a Desembolsar","Saldo Devedor","Mutuario","Assinatura","Ano","Status","Tipo_Mutuario"
"36","BB - 2014007",12459,"Fortaleza","Municípios","CE","Nordeste","Garantias a Estados, Municípios e Entidades Controladas",NA,"Interna","BB","Bancos Federais","Transferências Constitucionais - Art. 155, 157 e 159 da CF/88","Desembolsando e Amortizando","Contrapartida das Obras do Programa de Aceleração do Crescimento (PAC), do Programa Minha Casa Minha Vida (PMCMV) e dos projetos de mobilidade urbana diretamente associados à Copa de 2014. - Art. 9º-S da Resolução CMN nº 2.827, de 30/03/2001, com as alterações das Resoluções nº 4.098, de 28/06/2012, nº 4.158, de 22/11/2012, nº 4.182, de 31/01/2013, e nº 4.270, de setembro de 2013. Lei municipal nº 10.096, de 27/09/2013","17944.000702/2014-40","2014001540","15/10/2014","29/02/2020","TJLP","Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado","Tranche Efetiva 1: 100% TJLP + 2,1%, Tranche Prevista 1: 100% TJLP + 2,1%","R$",57.312,2462781.62,34461276.07,"Fortaleza",2014-10-15,2014,"Ativo","Municipios"
"37","BB - 2014008",12460,"Fortaleza","Municípios","CE","Nordeste","Garantias a Estados, Municípios e Entidades Controladas",NA,"Interna","BB","Bancos Federais","Transferências Constitucionais - Art. 155, 157 e 159 da CF/88","Desembolsando","Contrapartida das Obras do Programa de Aceleração do Crescimento (PAC), do Programa Minha Casa Minha Vida (PMCMV) e dos projetos de mobilidade urbana diretamente associados à Copa de 2014. - Art. 9º-S da Resolução CMN nº 2.827, de 30/03/2001, com as alterações das Resoluções nº 4.098, de 28/06/2012, nº 4.158, de 22/11/2012, nº 4.182, de 31/01/2013, e nº 4.270, de setembro de 2013. Lei municipal nº 10.096, de 27/09/2013","17944.001267/2014-71","2014001541","15/10/2014","29/02/2020","TJLP","Tranche Prevista 1: Pós-fixado","Tranche Prevista 1: 100% TJLP + 2,1%","R$",52.36,52360000,0,"Fortaleza",2014-10-15,2014,"Ativo","Municipios"
"38","BB - 2014010",12476,"Mato Grosso","Estados","MT","Centro-Oeste","Garantias a Estados, Municípios e Entidades Controladas","C","Interna","BB","Bancos Federais","Transferências Constitucionais - Art. 155, 157 e 159 da CF/88","Desembolsando e Amortizando","Programa de Restauração e Revitalização de Rodovias Pavimentadas e Pavimentação de Rodovias","17944.000799/2014-91","2014001628","27/10/2014","29/02/2020",NA,"Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado","Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%","R$",130,8132802.32,117935997.76,"Mato Grosso",2014-10-27,2014,"Ativo","Estados"
"39","BB - 2014012",12477,"Mato Grosso","Estados","MT","Centro-Oeste","Garantias a Estados, Municípios e Entidades Controladas","C","Interna","BB","Bancos Federais","Transferências Constitucionais - Art. 155, 157 e 159 da CF/88","Desembolsando e Amortizando","Programa PROCONCRETO - Pontes de Concreto","17944.000800/2014-87","2014001634","27/10/2014","29/02/2020",NA,"Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado","Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%","R$",470,41047287.36,415115528.37,"Mato Grosso",2014-10-27,2014,"Ativo","Estados"
"40","BB - 2014015",12467,"Ribeirão Preto","Municípios","SP","Sudeste","Garantias a Estados, Municípios e Entidades Controladas",NA,"Interna","BB","Bancos Federais","Transferências Constitucionais - Art. 155, 157 e 159 da CF/88","Desembolsando e Amortizando","Contrapartida das Obras do Programa de Aceleração do Crescimento II (PAC 2).","17944.000826/2014-25","2014001579","24/10/2014","29/02/2020","TJLP","Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado","Tranche Efetiva 1: 100% TJLP + 2,1%, Tranche Prevista 1: 100% TJLP + 2,1%","R$",37.4044343,3989246.99,23733004.67,"Ribeirao Preto",2014-10-24,2014,"Ativo","Municipios"
"41","BB - 2014925",12466,"São Paulo","Estados","SP","Sudeste","Garantias a Estados, Municípios e Entidades Controladas","B","Interna","BB","Bancos Federais","Transferências Constitucionais - Art. 155, 157 e 159 da CF/88","Amortizando","Programa de Investimentos do Estado de São Paulo - Fase 2 (Leis estaduais nº 14.990, de 29 de abril de 2013, e nº 15.213, de 19 de novembro de 2013)","17944.000084/2014-38","2014000332","07/03/2014","31/03/2018","DOLAR-DOS-EUA - PARIDADE VENDA","Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado","Tranche Efetiva 1: 100% Libor + 4,25%, Tranche Prevista 1: 100% Libor + 4,25%","R$",1537.318,0,2550101221.01,"Sao Paulo",2014-03-07,2014,"Ativo","Estados"
"42","BB - 2014968",12449,"Tocantins","Estados","TO","Norte","Garantias a Estados, Municípios e Entidades Controladas","C","Interna","BB","Bancos Federais","Transferências Constitucionais - Art. 155, 157 e 159 da CF/88","Amortizando","Programa de Modernização do Estado e de sua Infraestrutura Econômica e Social - PROESTADO (Leis estaduais nº 2.701, de 07/03/2013, e nº 2.763, de 05/09/2013)","17944.000515/2014-66","2014001076","03/07/2014","30/03/2018",NA,"Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado","Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 100% CDI Juros + 20%","R$",260,0,251612903.22,"Tocantins",2014-07-03,2014,"Ativo","Estados"
"43","BB - 2014994",12481,"ELETROBRÁS","Estatais Federais","0","Federal","Garantias a Estatais Federais",NA,"Interna","BB","Bancos Federais","Receitas Próprias","Amortizando","Contrato de Abertura de Crédito destinado ao atendimento das necessidades de capital de giro e do plano de investimentos da ELETROBRAS","17944.000938/2014-86","2014001598, 2014001299, 2014001596, 2014001597, 2014001297, 2014001594, 2014001298, 2014001595, 2015000130, 2015000131, 2015000132, 2015000133, 2014001589, 2014001588, 2014001289, 2014001300, 2014001295, 2014001592, 2015000123, 2014001296, 2014001593, 2015000124, 2014001293, 2014001590, 2015000125, 2014001294, 2014001591, 2015000126, 2014001291, 2014001292, 2014001290, 2015000127, 2015000128, 2015000129","12/08/2014","30/04/2018",NA,"Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 10: Pós-fixado, Tranche Efetiva 11: Pós-fixado, Tranche Efetiva 12: Pós-fixado, Tranche Efetiva 13: Pós-fixado, Tranche Efetiva 14: Pós-fixado, Tranche Efetiva 15: Pós-fixado, Tranche Efetiva 16: Pós-fixado, Tranche Efetiva 17: Pós-fixado, Tranche Efetiva 18: Pós-fixado, Tranche Efetiva 19: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Efetiva 20: Pós-fixado, Tranche Efetiva 21: Pós-fixado, Tranche Efetiva 22: Pós-fixado, Tranche Efetiva 23: Pós-fixado, Tranche Efetiva 24: Pós-fixado, Tranche Efetiva 25: Pós-fixado, Tranche Efetiva 26: Pós-fixado, Tranche Efetiva 27: Pós-fixado, Tranche Efetiva 28: Pós-fixado, Tranche Efetiva 29: Pós-fixado, Tranche Efetiva 3: Pós-fixado, Tranche Efetiva 30: Pós-fixado, Tranche Efetiva 31: Pós-fixado, Tranche Efetiva 32: Pós-fixado, Tranche Efetiva 33: Pós-fixado, Tranche Efetiva 34: Pós-fixado, Tranche Efetiva 4: Pós-fixado, Tranche Efetiva 5: Pós-fixado, Tranche Efetiva 6: Pós-fixado, Tranche Efetiva 7: Pós-fixado, Tranche Efetiva 8: Pós-fixado, Tranche Efetiva 9: Pós-fixado, Tranche Prevista 1: Pós-fixado","Tranche Efetiva 1: 119,5% CDI Juros + 0%, Tranche Efetiva 10: 119,5% CDI Juros + 0%, Tranche Efetiva 11: 119,5% CDI Juros + 0%, Tranche Efetiva 12: 119,5% CDI Juros + 0%, Tranche Efetiva 13: 119,5% CDI Juros + 0%, Tranche Efetiva 14: 119,5% CDI Juros + 0%, Tranche Efetiva 15: 119,5% CDI Juros + 0%, Tranche Efetiva 16: 119,5% CDI Juros + 0%, Tranche Efetiva 17: 119,5% CDI Juros + 0%, Tranche Efetiva 18: 119,5% CDI Juros + 0%, Tranche Efetiva 19: 119,5% CDI Juros + 0%, Tranche Efetiva 2: 119,5% CDI Juros + 0%, Tranche Efetiva 20: 119,5% CDI Juros + 0%, Tranche Efetiva 21: 119,5% CDI Juros + 0%, Tranche Efetiva 22: 119,5% CDI Juros + 0%, Tranche Efetiva 23: 119,5% CDI Juros + 0%, Tranche Efetiva 24: 119,5% CDI Juros + 0%, Tranche Efetiva 25: 119,5% CDI Juros + 0%, Tranche Efetiva 26: 119,5% CDI Juros + 0%, Tranche Efetiva 27: 119,5% CDI Juros + 0%, Tranche Efetiva 28: 119,5% CDI Juros + 0%, Tranche Efetiva 29: 119,5% CDI Juros + 0%, Tranche Efetiva 3: 119,5% CDI Juros + 0%, Tranche Efetiva 30: 119,5% CDI Juros + 0%, Tranche Efetiva 31: 119,5% CDI Juros + 0%, Tranche Efetiva 32: 119,5% CDI Juros + 0%, Tranche Efetiva 33: 119,5% CDI Juros + 0%, Tranche Efetiva 34: 119,5% CDI Juros + 0%, Tranche Efetiva 4: 119,5% CDI Juros + 0%, Tranche Efetiva 5: 119,5% CDI Juros + 0%, Tranche Efetiva 6: 119,5% CDI Juros + 0%, Tranche Efetiva 7: 119,5% CDI Juros + 0%, Tranche Efetiva 8: 119,5% CDI Juros + 0%, Tranche Efetiva 9: 119,5% CDI Juros + 0%, Tranche Prevista 1: 100% CDI Juros + 19,5%","R$",4000,0,1877427692.69,"ELETROBRAS",2014-08-12,2014,"Ativo","Estatais Federais"
"44","BB - 2014995",12458,"Ceará","Estados","CE","Nordeste","Garantias a Estados, Municípios e Entidades Controladas","B","Interna","BB","Bancos Federais","Transferências Constitucionais - Art. 155, 157 e 159 da CF/88","Amortizando","Programa Minha Casa Minha Vida - Art. 9º-S da Resolução CMN nº 2.827, de 30/03/2001, com as alterações das Resoluções nº 4.098, de 28/06/2012 e nº 4.158, de 22/11/2012","17944.001852/2013-90","2014001090, 2018000201","04/07/2014","31/03/2018","TJLP","Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado","Tranche Efetiva 1: 100% TJLP + 2,1%, Tranche Efetiva 2: 100% TJLP + 2,1%, Tranche Prevista 1: 100% TJLP + 2,1%","R$",68.2534,0,58088762.43,"Ceara",2014-07-04,2014,"Ativo","Estados"
"45","BB - 2015001",12444,"Distrito Federal","Estados","DF","Centro-Oeste","Garantias a Estados, Municípios e Entidades Controladas","C","Interna","BB","Bancos Federais","Transferências Constitucionais - Art. 155, 157 e 159 da CF/88","Amortizando","Complementação de recursos para realização de melhorias viárias, adequação e implantação de calçadas, implantação de malha cicloviária, aporte de contrapartida de recursos do tesouro distrital à execução de empreendimentos de infraestrutura (Lei Distrital nº 5.394, de 27/08/2014)","17944.001313/2014-31","2015000134","29/01/2015","31/03/2018","DOLAR-DOS-EUA - PARIDADE VENDA","Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado","Tranche Efetiva 1: 100% Libor + 4,75%, Tranche Prevista 1: 100% Libor + 4,75%","R$",500,0,588979247.98,"Distrito Federal",2015-01-29,2015,"Ativo","Estados"
"46","BB - 2016018",12451,"Amazonas","Estados","AM","Norte","Garantias a Estados, Municípios e Entidades Controladas","B","Interna","BB","Bancos Federais","Transferências Constitucionais - Art. 155, 157 e 159 da CF/88","Desembolsando e Amortizando","Programa de Sustentação dos Investimentos Públicos - PROSIP (Lei estadual nº 4.264, de 27/11/2015)","17944.000658/2016-30","2016001192","30/11/2016","29/02/2020",NA,"Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado","Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%","R$",300,3e+07,2e+08,"Amazonas",2016-11-30,2016,"Ativo","Estados"
"47","BB - 2016024",12436,"Distrito Federal","Estados","DF","Centro-Oeste","Garantias a Estados, Municípios e Entidades Controladas","C","Interna","BB","Bancos Federais","Transferências Constitucionais - Art. 155, 157 e 159 da CF/88","Amortizando","Programa de Infraestrutura Urbana e Social (infraestrutura urbana e social e desenvolvimento institucional). Lei Distrital nº 5.731, de 07/11/2016","17944.001255/2016-16","2017000009","29/12/2016","30/01/2020",NA,"Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado","Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%","R$",600,0,438324330.8,"Distrito Federal",2016-12-29,2016,"Ativo","Estados"
"48","BB - 2017003",12661,"Amazonas","Estados","AM","Norte","Garantias a Estados, Municípios e Entidades Controladas","B","Interna","BB","Bancos Federais","Transferências Constitucionais - Art. 155, 157 e 159 da CF/88","Amortizando","Financiamento de despesas de capital constantes do Programa de Ajuste Fiscal vinculado ao Contrato de Refinanciamento firmado com a União no âmbito da Lei nº 9.496/2017 e na Lei Orçamentária Anual - LOA 2017","17944.000618/2017-79","2018000301","28/12/2017","31/12/2019",NA,"Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado","Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%","R$",300,0,2.4e+08,"Amazonas",2017-12-28,2017,"Ativo","Estados"
"49","BB - 2017013",12616,"Bahia","Estados","BA","Nordeste","Garantias a Estados, Municípios e Entidades Controladas","C","Interna","BB","Bancos Federais","Transferências Constitucionais - Art. 155, 157 e 159 da CF/88","Amortizando","Programa de Infra-estrutura - PROINFRA","17944.001273/2016-90","2017000423","18/08/2017","31/12/2018",NA,"Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado","Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%","R$",600,0,4.8e+08,"Bahia",2017-08-18,2017,"Ativo","Estados"
"50","BB - 2017024",12617,"Ceará","Estados","CE","Nordeste","Garantias a Estados, Municípios e Entidades Controladas","B","Interna","BB","Bancos Federais","Transferências Constitucionais - Art. 155, 157 e 159 da CF/88","Amortizando","Programa de Ajuste Fiscal/PAF - Destinada ao Pagamento da Amortização da Dívida Pública do Biênio 2017 a 2018 e consequente manutenção da capacidade de investimentos do Estado previstos no PPA e na LOA","17944.000604/2017-55","2017000820","23/11/2017","31/12/2018",NA,"Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado","Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%","R$",1150,0,1022222222.24,"Ceara",2017-11-23,2017,"Ativo","Estados"
"51","BB - 2017026",12618,"Maranhão","Estados","MA","Nordeste","Garantias a Estados, Municípios e Entidades Controladas","C","Interna","BB","Bancos Federais","Transferências Constitucionais - Art. 155, 157 e 159 da CF/88","Amortizando","Programa Maranhão mais Justo e Competitivo II","17944.000313/2017-67","2017000889","12/12/2017","31/12/2018",NA,"Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado","Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%","R$",55.692,0,44553600,"Maranhao",2017-12-12,2017,"Ativo","Estados"
"52","BB - 2018031",12725,"Alagoas","Estados","AL","Nordeste","Garantias a Estados, Municípios e Entidades Controladas","B","Interna","BB","Bancos Federais","Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88","Amortizando","Programa Conecta Alagoas","17944.104841/2018-75","2018001303","13/08/2018","09/12/2019",NA,"Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado","Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Efetiva 2: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%","R$",300,0,285333333.34,"Alagoas",2018-08-13,2018,"Ativo","Estados"
"53","BB - 2018036",12730,"Rio Branco","Municípios","AC","Norte","Garantias a Estados, Municípios e Entidades Controladas",NA,"Interna","BB","Bancos Federais","Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88","Amortizando","Financiamento de despesas de capital constantes do PPA e LOA2018","17944.107629/2018-60","2018001604","24/10/2018","10/02/2019",NA,"Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado","Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%","R$",14.5,0,14327380.96,"Rio Branco",2018-10-24,2018,"Ativo","Municipios"
"54","BB - 2018038",12729,"Manaus","Municípios","AM","Norte","Garantias a Estados, Municípios e Entidades Controladas",NA,"Interna","BB","Bancos Federais","Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88","Amortizando","Projeto de Requalificação Urbana e Viária na cidade de Manaus - Requalifica Manaus","17944.106159/2018-17","2018001642","31/10/2018","10/02/2019",NA,"Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado","Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%","R$",100,0,98809523.81,"Manaus",2018-10-31,2018,"Ativo","Municipios"
"55","BB - 2018052",12761,"Teresina","Municípios","PI","Nordeste","Garantias a Estados, Municípios e Entidades Controladas",NA,"Interna","BB","Bancos Federais","Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88","Desembolsando e Amortizando","Financiamento de despesas de capital constantes do PPA e da LOA. Lei Municipal nº 5.304, de 16/11/2018","17944.110022/2018-67","2019000081","28/12/2018","31/12/2020",NA,"Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado","Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%","R$",120,67815138.13,52184861.87,"Teresina",2018-12-28,2018,"Ativo","Municipios"
"56","BB - 2019060",12766,"Serra","Municípios","ES","Sudeste","Garantias a Estados, Municípios e Entidades Controladas",NA,"Interna","BB","Bancos Federais","Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88","Desembolsando","Financiamento de despesas de capital constantes do PPA e da LOA. Lei Municipal nº 4.880, de 8 de agosto de 2018","17944.110103/2018-67","2019000296","13/02/2019","31/12/2020",NA,"Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado","Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%","R$",130,69250000,60750000,"Serra",2019-02-13,2019,"Ativo","Municipios"
"57","BB - 2019075",12801,"Belo Horizonte","Municípios","MG","Sudeste","Garantias a Estados, Municípios e Entidades Controladas",NA,"Interna","BB","Bancos Federais","Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88","Desembolsando","Despesas de capital constantes do PPA e da LOA. Lei Municipal nº 11.147, de 7 de janeiro de 2019","17944.101042/2019-28","2019000700","14/05/2019","30/06/2020",NA,"Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado","Tranche Efetiva 1: 118% CDI Juros + 0%, Tranche Prevista 1: 118% CDI Juros + 0%","R$",180,65873627.64,114126372.36,"Belo Horizonte",2019-05-14,2019,"Ativo","Municipios"
"58","BB - 2019098",12868,"Joinville","Municípios","SC","Sul","Garantias a Estados, Municípios e Entidades Controladas",NA,"Interna","BB","Bancos Federais","Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88","Desembolsando","Financiamento de despesas de capital constantes do plano plurianual (PPA) e da Lei Orçamentária Anual (LOA 2019). Lei Municipal nº 8.702, de 06 de junho de 2019.","17944.102082/2019-97","2019001527","09/08/2019","30/12/2021",NA,"Tranche Prevista 1: Pós-fixado","Tranche Prevista 1: 120% CDI Juros + 0%","R$",100,1e+08,0,"Joinville",2019-08-09,2019,"Ativo","Municipios"
"59","BB - 2019114",12898,"Manaus","Municípios","AM","Norte","Garantias a Estados, Municípios e Entidades Controladas",NA,"Interna","BB","Bancos Federais","Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88","Totalmente Desembolsado","Projeto de Requalificação Urbana e Viária na Cidade de Manaus ¿ Requalifica Manaus 2. Lei Municipal nº 2.457, de 13 de junho de 2019","17944.103187/2019-63","2019001954","01/10/2019","31/12/2020",NA,"Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado","Tranche Efetiva 1: 120% CDI Juros + 0%, Tranche Prevista 1: 120% CDI Juros + 0%","R$",250,0,2.5e+08,"Manaus",2019-10-01,2019,"Ativo","Municipios"
